ID,Area,Item,Year,yield,avg_rainfall_,pest_ton,avg_temp
66,India,Potatoes,1990,157136,1083,75000,25.64
67,India,"Rice, paddy",1990,26125,1083,75000,25.58
68,India,"Rice, paddy",1990,26125,1083,75000,26.88
69,India,"Rice, paddy",1990,26125,1083,75000,25.79
70,India,"Rice, paddy",1990,26125,1083,75000,24.1
71,India,"Rice, paddy",1990,26125,1083,75000,25.25
72,India,"Rice, paddy",1990,26125,1083,75000,25.44
73,India,"Rice, paddy",1990,26125,1083,75000,25.54
74,India,"Rice, paddy",1990,26125,1083,75000,26.36
75,India,"Rice, paddy",1990,26125,1083,75000,26.91
76,India,"Rice, paddy",1990,26125,1083,75000,25.16
77,India,"Rice, paddy",1990,26125,1083,75000,25.77
78,India,"Rice, paddy",1990,26125,1083,75000,25.12
79,India,"Rice, paddy",1990,26125,1083,75000,24.1
80,India,"Rice, paddy",1990,26125,1083,75000,25.68
81,India,"Rice, paddy",1990,26125,1083,75000,25.54
82,India,"Rice, paddy",1990,26125,1083,75000,25.44
83,India,"Rice, paddy",1990,26125,1083,75000,24.78
84,India,"Rice, paddy",1990,26125,1083,75000,26.59
85,India,"Rice, paddy",1990,26125,1083,75000,24.37
86,India,"Rice, paddy",1990,26125,1083,75000,26.63
87,India,"Rice, paddy",1990,26125,1083,75000,26.63
88,India,"Rice, paddy",1990,26125,1083,75000,25.64
89,India,Sorghum,1990,8136,1083,75000,25.58
90,India,Sorghum,1990,8136,1083,75000,26.88
91,India,Sorghum,1990,8136,1083,75000,25.79
92,India,Sorghum,1990,8136,1083,75000,24.1
93,India,Sorghum,1990,8136,1083,75000,25.25
94,India,Sorghum,1990,8136,1083,75000,25.44
95,India,Sorghum,1990,8136,1083,75000,25.54
96,India,Sorghum,1990,8136,1083,75000,26.36
97,India,Sorghum,1990,8136,1083,75000,26.91
98,India,Sorghum,1990,8136,1083,75000,25.16
99,India,Sorghum,1990,8136,1083,75000,25.77
100,India,Sorghum,1990,8136,1083,75000,25.12
101,India,Sorghum,1990,8136,1083,75000,24.1
102,India,Sorghum,1990,8136,1083,75000,25.68
103,India,Sorghum,1990,8136,1083,75000,25.54
104,India,Sorghum,1990,8136,1083,75000,25.44
105,India,Sorghum,1990,8136,1083,75000,24.78
106,India,Sorghum,1990,8136,1083,75000,26.59
107,India,Sorghum,1990,8136,1083,75000,24.37
108,India,Sorghum,1990,8136,1083,75000,26.63
109,India,Sorghum,1990,8136,1083,75000,26.63
110,India,Sorghum,1990,8136,1083,75000,25.64
111,India,Soybeans,1990,10145,1083,75000,25.58
112,India,Soybeans,1990,10145,1083,75000,26.88
113,India,Soybeans,1990,10145,1083,75000,25.79
114,India,Soybeans,1990,10145,1083,75000,24.1
115,India,Soybeans,1990,10145,1083,75000,25.25
116,India,Soybeans,1990,10145,1083,75000,25.44
117,India,Soybeans,1990,10145,1083,75000,25.54
118,India,Soybeans,1990,10145,1083,75000,26.36
119,India,Soybeans,1990,10145,1083,75000,26.91
120,India,Soybeans,1990,10145,1083,75000,25.16
121,India,Soybeans,1990,10145,1083,75000,25.77
122,India,Soybeans,1990,10145,1083,75000,25.12
123,India,Soybeans,1990,10145,1083,75000,24.1
124,India,Soybeans,1990,10145,1083,75000,25.68
125,India,Soybeans,1990,10145,1083,75000,25.54
126,India,Soybeans,1990,10145,1083,75000,25.44
127,India,Soybeans,1990,10145,1083,75000,24.78
128,India,Soybeans,1990,10145,1083,75000,26.59
129,India,Soybeans,1990,10145,1083,75000,24.37
130,India,Soybeans,1990,10145,1083,75000,26.63
131,India,Soybeans,1990,10145,1083,75000,26.63
132,India,Soybeans,1990,10145,1083,75000,25.64
133,India,Sweet potatoes,1990,79663,1083,75000,25.58
134,India,Sweet potatoes,1990,79663,1083,75000,26.88
135,India,Sweet potatoes,1990,79663,1083,75000,25.79
136,India,Sweet potatoes,1990,79663,1083,75000,24.1
137,India,Sweet potatoes,1990,79663,1083,75000,25.25
138,India,Sweet potatoes,1990,79663,1083,75000,25.44
139,India,Sweet potatoes,1990,79663,1083,75000,25.54
140,India,Sweet potatoes,1990,79663,1083,75000,26.36
141,India,Sweet potatoes,1990,79663,1083,75000,26.91
142,India,Sweet potatoes,1990,79663,1083,75000,25.16
143,India,Sweet potatoes,1990,79663,1083,75000,25.77
144,India,Sweet potatoes,1990,79663,1083,75000,25.12
145,India,Sweet potatoes,1990,79663,1083,75000,24.1
146,India,Sweet potatoes,1990,79663,1083,75000,25.68
147,India,Sweet potatoes,1990,79663,1083,75000,25.54
148,India,Sweet potatoes,1990,79663,1083,75000,25.44
149,India,Sweet potatoes,1990,79663,1083,75000,24.78
150,India,Sweet potatoes,1990,79663,1083,75000,26.59
151,India,Sweet potatoes,1990,79663,1083,75000,24.37
152,India,Sweet potatoes,1990,79663,1083,75000,26.63
153,India,Sweet potatoes,1990,79663,1083,75000,26.63
154,India,Sweet potatoes,1990,79663,1083,75000,25.64
155,India,Wheat,1990,21211,1083,75000,25.58
156,India,Wheat,1990,21211,1083,75000,26.88
157,India,Wheat,1990,21211,1083,75000,25.79
158,India,Wheat,1990,21211,1083,75000,24.1
159,India,Wheat,1990,21211,1083,75000,25.25
160,India,Wheat,1990,21211,1083,75000,25.44
161,India,Wheat,1990,21211,1083,75000,25.54
162,India,Wheat,1990,21211,1083,75000,26.36
163,India,Wheat,1990,21211,1083,75000,26.91
164,India,Wheat,1990,21211,1083,75000,25.16
165,India,Wheat,1990,21211,1083,75000,25.77
166,India,Wheat,1990,21211,1083,75000,25.12
167,India,Wheat,1990,21211,1083,75000,24.1
168,India,Wheat,1990,21211,1083,75000,25.68
169,India,Wheat,1990,21211,1083,75000,25.54
170,India,Wheat,1990,21211,1083,75000,25.44
171,India,Wheat,1990,21211,1083,75000,24.78
172,India,Wheat,1990,21211,1083,75000,26.59
173,India,Wheat,1990,21211,1083,75000,24.37
174,India,Wheat,1990,21211,1083,75000,26.63
175,India,Wheat,1990,21211,1083,75000,26.63
176,India,Wheat,1990,21211,1083,75000,25.64
177,India,Cassava,1991,218925,1083,72133,25.85
178,India,Cassava,1991,218925,1083,72133,26.9
179,India,Cassava,1991,218925,1083,72133,25.96
180,India,Cassava,1991,218925,1083,72133,23.77
181,India,Cassava,1991,218925,1083,72133,25.49
182,India,Cassava,1991,218925,1083,72133,25.82
183,India,Cassava,1991,218925,1083,72133,25.74
184,India,Cassava,1991,218925,1083,72133,26.54
185,India,Cassava,1991,218925,1083,72133,27.35
186,India,Cassava,1991,218925,1083,72133,25.4
187,India,Cassava,1991,218925,1083,72133,25.99
188,India,Cassava,1991,218925,1083,72133,25.32
189,India,Cassava,1991,218925,1083,72133,23.77
190,India,Cassava,1991,218925,1083,72133,26.2
191,India,Cassava,1991,218925,1083,72133,25.74
192,India,Cassava,1991,218925,1083,72133,25.55
193,India,Cassava,1991,218925,1083,72133,25.06
194,India,Cassava,1991,218925,1083,72133,26.34
195,India,Cassava,1991,218925,1083,72133,24.62
196,India,Cassava,1991,218925,1083,72133,26.7
197,India,Cassava,1991,218925,1083,72133,26.7
198,India,Cassava,1991,218925,1083,72133,25.74
199,India,Maize,1991,13763,1083,72133,25.85
200,India,Maize,1991,13763,1083,72133,26.9
201,India,Maize,1991,13763,1083,72133,25.96
202,India,Maize,1991,13763,1083,72133,23.77
203,India,Maize,1991,13763,1083,72133,25.49
204,India,Maize,1991,13763,1083,72133,25.82
205,India,Maize,1991,13763,1083,72133,25.74
206,India,Maize,1991,13763,1083,72133,26.54
207,India,Maize,1991,13763,1083,72133,27.35
208,India,Maize,1991,13763,1083,72133,25.4
209,India,Maize,1991,13763,1083,72133,25.99
210,India,Maize,1991,13763,1083,72133,25.32
211,India,Maize,1991,13763,1083,72133,23.77
212,India,Maize,1991,13763,1083,72133,26.2
213,India,Maize,1991,13763,1083,72133,25.74
214,India,Maize,1991,13763,1083,72133,25.55
215,India,Maize,1991,13763,1083,72133,25.06
216,India,Maize,1991,13763,1083,72133,26.34
217,India,Maize,1991,13763,1083,72133,24.62
218,India,Maize,1991,13763,1083,72133,26.7
219,India,Maize,1991,13763,1083,72133,26.7
220,India,Maize,1991,13763,1083,72133,25.74
221,India,Potatoes,1991,162540,1083,72133,25.85
222,India,Potatoes,1991,162540,1083,72133,26.9
223,India,Potatoes,1991,162540,1083,72133,25.96
224,India,Potatoes,1991,162540,1083,72133,23.77
225,India,Potatoes,1991,162540,1083,72133,25.49
226,India,Potatoes,1991,162540,1083,72133,25.82
227,India,Potatoes,1991,162540,1083,72133,25.74
228,India,Potatoes,1991,162540,1083,72133,26.54
229,India,Potatoes,1991,162540,1083,72133,27.35
230,India,Potatoes,1991,162540,1083,72133,25.4
231,India,Potatoes,1991,162540,1083,72133,25.99
232,India,Potatoes,1991,162540,1083,72133,25.32
233,India,Potatoes,1991,162540,1083,72133,23.77
234,India,Potatoes,1991,162540,1083,72133,26.2
235,India,Potatoes,1991,162540,1083,72133,25.74
236,India,Potatoes,1991,162540,1083,72133,25.55
237,India,Potatoes,1991,162540,1083,72133,25.06
238,India,Potatoes,1991,162540,1083,72133,26.34
239,India,Potatoes,1991,162540,1083,72133,24.62
240,India,Potatoes,1991,162540,1083,72133,26.7
241,India,Potatoes,1991,162540,1083,72133,26.7
242,India,Potatoes,1991,162540,1083,72133,25.74
243,India,"Rice, paddy",1991,26271,1083,72133,25.85
244,India,"Rice, paddy",1991,26271,1083,72133,26.9
245,India,"Rice, paddy",1991,26271,1083,72133,25.96
246,India,"Rice, paddy",1991,26271,1083,72133,23.77
247,India,"Rice, paddy",1991,26271,1083,72133,25.49
248,India,"Rice, paddy",1991,26271,1083,72133,25.82
249,India,"Rice, paddy",1991,26271,1083,72133,25.74
250,India,"Rice, paddy",1991,26271,1083,72133,26.54
251,India,"Rice, paddy",1991,26271,1083,72133,27.35
252,India,"Rice, paddy",1991,26271,1083,72133,25.4
253,India,"Rice, paddy",1991,26271,1083,72133,25.99
254,India,"Rice, paddy",1991,26271,1083,72133,25.32
255,India,"Rice, paddy",1991,26271,1083,72133,23.77
256,India,"Rice, paddy",1991,26271,1083,72133,26.2
257,India,"Rice, paddy",1991,26271,1083,72133,25.74
258,India,"Rice, paddy",1991,26271,1083,72133,25.55
259,India,"Rice, paddy",1991,26271,1083,72133,25.06
260,India,"Rice, paddy",1991,26271,1083,72133,26.34
261,India,"Rice, paddy",1991,26271,1083,72133,24.62
262,India,"Rice, paddy",1991,26271,1083,72133,26.7
263,India,"Rice, paddy",1991,26271,1083,72133,26.7
264,India,"Rice, paddy",1991,26271,1083,72133,25.74
265,India,Sorghum,1991,6553,1083,72133,25.85
266,India,Sorghum,1991,6553,1083,72133,26.9
267,India,Sorghum,1991,6553,1083,72133,25.96
268,India,Sorghum,1991,6553,1083,72133,23.77
269,India,Sorghum,1991,6553,1083,72133,25.49
270,India,Sorghum,1991,6553,1083,72133,25.82
271,India,Sorghum,1991,6553,1083,72133,25.74
272,India,Sorghum,1991,6553,1083,72133,26.54
273,India,Sorghum,1991,6553,1083,72133,27.35
274,India,Sorghum,1991,6553,1083,72133,25.4
275,India,Sorghum,1991,6553,1083,72133,25.99
276,India,Sorghum,1991,6553,1083,72133,25.32
277,India,Sorghum,1991,6553,1083,72133,23.77
278,India,Sorghum,1991,6553,1083,72133,26.2
279,India,Sorghum,1991,6553,1083,72133,25.74
280,India,Sorghum,1991,6553,1083,72133,25.55
281,India,Sorghum,1991,6553,1083,72133,25.06
282,India,Sorghum,1991,6553,1083,72133,26.34
283,India,Sorghum,1991,6553,1083,72133,24.62
284,India,Sorghum,1991,6553,1083,72133,26.7
285,India,Sorghum,1991,6553,1083,72133,26.7
286,India,Sorghum,1991,6553,1083,72133,25.74
287,India,Soybeans,1991,7825,1083,72133,25.85
288,India,Soybeans,1991,7825,1083,72133,26.9
289,India,Soybeans,1991,7825,1083,72133,25.96
290,India,Soybeans,1991,7825,1083,72133,23.77
291,India,Soybeans,1991,7825,1083,72133,25.49
292,India,Soybeans,1991,7825,1083,72133,25.82
293,India,Soybeans,1991,7825,1083,72133,25.74
294,India,Soybeans,1991,7825,1083,72133,26.54
295,India,Soybeans,1991,7825,1083,72133,27.35
296,India,Soybeans,1991,7825,1083,72133,25.4
297,India,Soybeans,1991,7825,1083,72133,25.99
298,India,Soybeans,1991,7825,1083,72133,25.32
299,India,Soybeans,1991,7825,1083,72133,23.77
300,India,Soybeans,1991,7825,1083,72133,26.2
301,India,Soybeans,1991,7825,1083,72133,25.74
302,India,Soybeans,1991,7825,1083,72133,25.55
303,India,Soybeans,1991,7825,1083,72133,25.06
304,India,Soybeans,1991,7825,1083,72133,26.34
305,India,Soybeans,1991,7825,1083,72133,24.62
306,India,Soybeans,1991,7825,1083,72133,26.7
307,India,Soybeans,1991,7825,1083,72133,26.7
308,India,Soybeans,1991,7825,1083,72133,25.74
309,India,Sweet potatoes,1991,83453,1083,72133,25.85
310,India,Sweet potatoes,1991,83453,1083,72133,26.9
311,India,Sweet potatoes,1991,83453,1083,72133,25.96
312,India,Sweet potatoes,1991,83453,1083,72133,23.77
313,India,Sweet potatoes,1991,83453,1083,72133,25.49
314,India,Sweet potatoes,1991,83453,1083,72133,25.82
315,India,Sweet potatoes,1991,83453,1083,72133,25.74
316,India,Sweet potatoes,1991,83453,1083,72133,26.54
317,India,Sweet potatoes,1991,83453,1083,72133,27.35
318,India,Sweet potatoes,1991,83453,1083,72133,25.4
319,India,Sweet potatoes,1991,83453,1083,72133,25.99
320,India,Sweet potatoes,1991,83453,1083,72133,25.32
321,India,Sweet potatoes,1991,83453,1083,72133,23.77
322,India,Sweet potatoes,1991,83453,1083,72133,26.2
323,India,Sweet potatoes,1991,83453,1083,72133,25.74
324,India,Sweet potatoes,1991,83453,1083,72133,25.55
325,India,Sweet potatoes,1991,83453,1083,72133,25.06
326,India,Sweet potatoes,1991,83453,1083,72133,26.34
327,India,Sweet potatoes,1991,83453,1083,72133,24.62
328,India,Sweet potatoes,1991,83453,1083,72133,26.7
329,India,Sweet potatoes,1991,83453,1083,72133,26.7
330,India,Sweet potatoes,1991,83453,1083,72133,25.74
331,India,Wheat,1991,22814,1083,72133,25.85
332,India,Wheat,1991,22814,1083,72133,26.9
333,India,Wheat,1991,22814,1083,72133,25.96
334,India,Wheat,1991,22814,1083,72133,23.77
335,India,Wheat,1991,22814,1083,72133,25.49
336,India,Wheat,1991,22814,1083,72133,25.82
337,India,Wheat,1991,22814,1083,72133,25.74
338,India,Wheat,1991,22814,1083,72133,26.54
339,India,Wheat,1991,22814,1083,72133,27.35
340,India,Wheat,1991,22814,1083,72133,25.4
341,India,Wheat,1991,22814,1083,72133,25.99
342,India,Wheat,1991,22814,1083,72133,25.32
343,India,Wheat,1991,22814,1083,72133,23.77
344,India,Wheat,1991,22814,1083,72133,26.2
345,India,Wheat,1991,22814,1083,72133,25.74
346,India,Wheat,1991,22814,1083,72133,25.55
347,India,Wheat,1991,22814,1083,72133,25.06
348,India,Wheat,1991,22814,1083,72133,26.34
349,India,Wheat,1991,22814,1083,72133,24.62
350,India,Wheat,1991,22814,1083,72133,26.7
351,India,Wheat,1991,22814,1083,72133,26.7
352,India,Wheat,1991,22814,1083,72133,25.74
353,India,Cassava,1992,232463,1083,70791,25.69
354,India,Cassava,1992,232463,1083,70791,26.82
355,India,Cassava,1992,232463,1083,70791,26.09
356,India,Cassava,1992,232463,1083,70791,23.79
357,India,Cassava,1992,232463,1083,70791,25.16
358,India,Cassava,1992,232463,1083,70791,25.91
359,India,Cassava,1992,232463,1083,70791,25.52
360,India,Cassava,1992,232463,1083,70791,26.41
361,India,Cassava,1992,232463,1083,70791,27.24
362,India,Cassava,1992,232463,1083,70791,25.41
363,India,Cassava,1992,232463,1083,70791,25.73
364,India,Cassava,1992,232463,1083,70791,25.27
365,India,Cassava,1992,232463,1083,70791,23.79
366,India,Cassava,1992,232463,1083,70791,26.32
367,India,Cassava,1992,232463,1083,70791,25.52
368,India,Cassava,1992,232463,1083,70791,25.58
369,India,Cassava,1992,232463,1083,70791,25.14
370,India,Cassava,1992,232463,1083,70791,26.37
371,India,Cassava,1992,232463,1083,70791,24.62
372,India,Cassava,1992,232463,1083,70791,26.78
373,India,Cassava,1992,232463,1083,70791,26.78
374,India,Cassava,1992,232463,1083,70791,25.89
375,India,Maize,1992,16758,1083,70791,25.69
376,India,Maize,1992,16758,1083,70791,26.82
377,India,Maize,1992,16758,1083,70791,26.09
378,India,Maize,1992,16758,1083,70791,23.79
379,India,Maize,1992,16758,1083,70791,25.16
380,India,Maize,1992,16758,1083,70791,25.91
381,India,Maize,1992,16758,1083,70791,25.52
382,India,Maize,1992,16758,1083,70791,26.41
383,India,Maize,1992,16758,1083,70791,27.24
384,India,Maize,1992,16758,1083,70791,25.41
385,India,Maize,1992,16758,1083,70791,25.73
386,India,Maize,1992,16758,1083,70791,25.27
387,India,Maize,1992,16758,1083,70791,23.79
388,India,Maize,1992,16758,1083,70791,26.32
389,India,Maize,1992,16758,1083,70791,25.52
390,India,Maize,1992,16758,1083,70791,25.58
391,India,Maize,1992,16758,1083,70791,25.14
392,India,Maize,1992,16758,1083,70791,26.37
393,India,Maize,1992,16758,1083,70791,24.62
394,India,Maize,1992,16758,1083,70791,26.78
395,India,Maize,1992,16758,1083,70791,26.78
396,India,Maize,1992,16758,1083,70791,25.89
397,India,Potatoes,1992,160294,1083,70791,25.69
398,India,Potatoes,1992,160294,1083,70791,26.82
399,India,Potatoes,1992,160294,1083,70791,26.09
400,India,Potatoes,1992,160294,1083,70791,23.79
401,India,Potatoes,1992,160294,1083,70791,25.16
402,India,Potatoes,1992,160294,1083,70791,25.91
403,India,Potatoes,1992,160294,1083,70791,25.52
404,India,Potatoes,1992,160294,1083,70791,26.41
405,India,Potatoes,1992,160294,1083,70791,27.24
406,India,Potatoes,1992,160294,1083,70791,25.41
407,India,Potatoes,1992,160294,1083,70791,25.73
408,India,Potatoes,1992,160294,1083,70791,25.27
409,India,Potatoes,1992,160294,1083,70791,23.79
410,India,Potatoes,1992,160294,1083,70791,26.32
411,India,Potatoes,1992,160294,1083,70791,25.52
412,India,Potatoes,1992,160294,1083,70791,25.58
413,India,Potatoes,1992,160294,1083,70791,25.14
414,India,Potatoes,1992,160294,1083,70791,26.37
415,India,Potatoes,1992,160294,1083,70791,24.62
416,India,Potatoes,1992,160294,1083,70791,26.78
417,India,Potatoes,1992,160294,1083,70791,26.78
418,India,Potatoes,1992,160294,1083,70791,25.89
419,India,"Rice, paddy",1992,26092,1083,70791,25.69
420,India,"Rice, paddy",1992,26092,1083,70791,26.82
421,India,"Rice, paddy",1992,26092,1083,70791,26.09
422,India,"Rice, paddy",1992,26092,1083,70791,23.79
423,India,"Rice, paddy",1992,26092,1083,70791,25.16
424,India,"Rice, paddy",1992,26092,1083,70791,25.91
425,India,"Rice, paddy",1992,26092,1083,70791,25.52
426,India,"Rice, paddy",1992,26092,1083,70791,26.41
427,India,"Rice, paddy",1992,26092,1083,70791,27.24
428,India,"Rice, paddy",1992,26092,1083,70791,25.41
429,India,"Rice, paddy",1992,26092,1083,70791,25.73
430,India,"Rice, paddy",1992,26092,1083,70791,25.27
431,India,"Rice, paddy",1992,26092,1083,70791,23.79
432,India,"Rice, paddy",1992,26092,1083,70791,26.32
433,India,"Rice, paddy",1992,26092,1083,70791,25.52
434,India,"Rice, paddy",1992,26092,1083,70791,25.58
435,India,"Rice, paddy",1992,26092,1083,70791,25.14
436,India,"Rice, paddy",1992,26092,1083,70791,26.37
437,India,"Rice, paddy",1992,26092,1083,70791,24.62
438,India,"Rice, paddy",1992,26092,1083,70791,26.78
439,India,"Rice, paddy",1992,26092,1083,70791,26.78
440,India,"Rice, paddy",1992,26092,1083,70791,25.89
441,India,Sorghum,1992,9820,1083,70791,25.69
442,India,Sorghum,1992,9820,1083,70791,26.82
443,India,Sorghum,1992,9820,1083,70791,26.09
444,India,Sorghum,1992,9820,1083,70791,23.79
445,India,Sorghum,1992,9820,1083,70791,25.16
446,India,Sorghum,1992,9820,1083,70791,25.91
447,India,Sorghum,1992,9820,1083,70791,25.52
448,India,Sorghum,1992,9820,1083,70791,26.41
449,India,Sorghum,1992,9820,1083,70791,27.24
450,India,Sorghum,1992,9820,1083,70791,25.41
451,India,Sorghum,1992,9820,1083,70791,25.73
452,India,Sorghum,1992,9820,1083,70791,25.27
453,India,Sorghum,1992,9820,1083,70791,23.79
454,India,Sorghum,1992,9820,1083,70791,26.32
455,India,Sorghum,1992,9820,1083,70791,25.52
456,India,Sorghum,1992,9820,1083,70791,25.58
457,India,Sorghum,1992,9820,1083,70791,25.14
458,India,Sorghum,1992,9820,1083,70791,26.37
459,India,Sorghum,1992,9820,1083,70791,24.62
460,India,Sorghum,1992,9820,1083,70791,26.78
461,India,Sorghum,1992,9820,1083,70791,26.78
462,India,Sorghum,1992,9820,1083,70791,25.89
463,India,Soybeans,1992,8947,1083,70791,25.69
464,India,Soybeans,1992,8947,1083,70791,26.82
465,India,Soybeans,1992,8947,1083,70791,26.09
466,India,Soybeans,1992,8947,1083,70791,23.79
467,India,Soybeans,1992,8947,1083,70791,25.16
468,India,Soybeans,1992,8947,1083,70791,25.91
469,India,Soybeans,1992,8947,1083,70791,25.52
470,India,Soybeans,1992,8947,1083,70791,26.41
471,India,Soybeans,1992,8947,1083,70791,27.24
472,India,Soybeans,1992,8947,1083,70791,25.41
473,India,Soybeans,1992,8947,1083,70791,25.73
474,India,Soybeans,1992,8947,1083,70791,25.27
475,India,Soybeans,1992,8947,1083,70791,23.79
476,India,Soybeans,1992,8947,1083,70791,26.32
477,India,Soybeans,1992,8947,1083,70791,25.52
478,India,Soybeans,1992,8947,1083,70791,25.58
479,India,Soybeans,1992,8947,1083,70791,25.14
480,India,Soybeans,1992,8947,1083,70791,26.37
481,India,Soybeans,1992,8947,1083,70791,24.62
482,India,Soybeans,1992,8947,1083,70791,26.78
483,India,Soybeans,1992,8947,1083,70791,26.78
484,India,Soybeans,1992,8947,1083,70791,25.89
485,India,Sweet potatoes,1992,82835,1083,70791,25.69
486,India,Sweet potatoes,1992,82835,1083,70791,26.82
487,India,Sweet potatoes,1992,82835,1083,70791,26.09
488,India,Sweet potatoes,1992,82835,1083,70791,23.79
489,India,Sweet potatoes,1992,82835,1083,70791,25.16
490,India,Sweet potatoes,1992,82835,1083,70791,25.91
491,India,Sweet potatoes,1992,82835,1083,70791,25.52
492,India,Sweet potatoes,1992,82835,1083,70791,26.41
493,India,Sweet potatoes,1992,82835,1083,70791,27.24
494,India,Sweet potatoes,1992,82835,1083,70791,25.41
495,India,Sweet potatoes,1992,82835,1083,70791,25.73
496,India,Sweet potatoes,1992,82835,1083,70791,25.27
497,India,Sweet potatoes,1992,82835,1083,70791,23.79
498,India,Sweet potatoes,1992,82835,1083,70791,26.32
499,India,Sweet potatoes,1992,82835,1083,70791,25.52
500,India,Sweet potatoes,1992,82835,1083,70791,25.58
501,India,Sweet potatoes,1992,82835,1083,70791,25.14
502,India,Sweet potatoes,1992,82835,1083,70791,26.37
503,India,Sweet potatoes,1992,82835,1083,70791,24.62
504,India,Sweet potatoes,1992,82835,1083,70791,26.78
505,India,Sweet potatoes,1992,82835,1083,70791,26.78
506,India,Sweet potatoes,1992,82835,1083,70791,25.89
507,India,Wheat,1992,23940,1083,70791,25.69
508,India,Wheat,1992,23940,1083,70791,26.82
509,India,Wheat,1992,23940,1083,70791,26.09
510,India,Wheat,1992,23940,1083,70791,23.79
511,India,Wheat,1992,23940,1083,70791,25.16
512,India,Wheat,1992,23940,1083,70791,25.91
513,India,Wheat,1992,23940,1083,70791,25.52
514,India,Wheat,1992,23940,1083,70791,26.41
515,India,Wheat,1992,23940,1083,70791,27.24
516,India,Wheat,1992,23940,1083,70791,25.41
517,India,Wheat,1992,23940,1083,70791,25.73
518,India,Wheat,1992,23940,1083,70791,25.27
519,India,Wheat,1992,23940,1083,70791,23.79
520,India,Wheat,1992,23940,1083,70791,26.32
521,India,Wheat,1992,23940,1083,70791,25.52
522,India,Wheat,1992,23940,1083,70791,25.58
523,India,Wheat,1992,23940,1083,70791,25.14
524,India,Wheat,1992,23940,1083,70791,26.37
525,India,Wheat,1992,23940,1083,70791,24.62
526,India,Wheat,1992,23940,1083,70791,26.78
527,India,Wheat,1992,23940,1083,70791,26.78
528,India,Wheat,1992,23940,1083,70791,25.89
529,India,Cassava,1993,230430,1083,66388,25.88
530,India,Cassava,1993,230430,1083,66388,27.46
